median_house_value,population,latitude,longitude,total_units,vacant_units,median_rooms,mean_household_size_owners,mean_household_size_renters,built_2005_or_later,built_2000_to_2004,built_1990s,built_1980s,built_1970s,built_1960s,built_1950s,built_1940s,built_1939_or_earlier,bedrooms_0,bedrooms_1,bedrooms_2,bedrooms_3,bedrooms_4,bedrooms_5_or_more,owners,renters,median_household_income,mean_household_income
333.7,2287,34.635624,-120.466213,1037,57,5.3,3.38,2.09,0.5,0,4.6,6.7,27,10.5,14.1,7.1,29.5,0,14.2,30.2,32.3,23.3,0,51.6,48.4,50.4,59.729
325.5,7024,34.65749,-120.458465,2553,74,5.4,2.77,2.79,0,2.2,13,42.9,16.5,16.9,5.8,1.6,1.1,0,6.2,15.6,50.2,26.9,1,61,39,75.83,82.737
249.1,2266,34.651381,-120.47852,676,56,6,3.18,3.57,9.5,4.4,1.3,48.4,1.8,28,5.2,1.5,0,0,0.7,11.5,61.1,26.6,0,82.9,17.1,79.118,85.266
375.4,6506,34.704931,-120.467433,2761,77,6.1,2.52,2.54,9.9,3.9,5.8,11.8,22.5,41.6,3.7,0.4,0.4,0.4,3.6,20,40.2,28.9,6.9,74.1,25.9,78.48,88.221
437.9,5035,34.685396,-120.426317,1754,134,6.3,2.68,3.65,3.9,13.9,4.8,8.3,10.8,31.8,16,2.5,8.2,0.8,3.1,6.2,54.2,32.5,3.3,76.3,23.7,71.667,98.031
807.1,4016,34.44551,-119.840476,1462,0,6.4,2.66,3.73,0.4,0,1,10.3,7.7,61.5,14.9,1.6,2.5,1.4,1.8,6.2,43.2,33.8,13.5,89.7,10.3,90.926,96.658
695.7,5963,34.436362,-119.887821,1821,29,6,3.13,3.5,0.5,4.6,4,2.3,11.3,56.8,20,0.5,0,1.3,2.1,12,42.6,34.8,7.2,76.5,23.5,87.091,105.949
800.1,3596,34.445904,-119.80641,1529,21,5.7,2.4,2.27,1.8,15.5,6.3,3.3,21.1,48.4,2.6,0.9,0,0,9.7,24.8,28.5,30.5,6.5,64.7,35.3,94.338,104.738
754.7,3248,34.446428,-119.822868,1397,82,5.1,2.32,2.62,0,0,1.6,4,26.1,61.3,5.2,0,1.9,0,14.2,29.3,31.9,19.4,5.3,59.4,40.6,82.011,97.654
712.1,8839,34.417032,-119.855558,965,157,4.2,3.25,3.28,4.4,41.6,13.7,12.5,24.9,3,0,0,0,0,2.6,62.6,30.3,4.2,0.3,19.8,80.2,68.796,84.405
351.5,4089,34.412995,-119.865732,1339,182,3.7,2.7,3.93,0,0,8.6,16.1,34.9,27.6,9,1.3,2.5,8.7,31.9,27.3,10.5,14,7.6,9.2,90.8,19.24,48.612
606.4,7328,34.426819,-119.883871,3073,156,4.3,2.77,2.6,0,1.3,7.8,20,32.1,30.3,6.1,1.3,1.2,2.7,20.5,38.7,22,13.5,2.6,39,61,73.289,87.019
966.2,2499,34.449718,-119.927725,875,43,5.9,2.73,2.75,0,2.6,20.7,11.5,38.2,15.2,3.7,0.3,7.8,1.1,4,26.3,40.1,22.2,6.3,70.6,29.4,97.788,117.973
728.9,4874,34.432641,-119.801187,1610,40,6,2.99,4.18,1.6,2.1,8.5,7,17.2,49.8,11.7,1.4,0.7,2.5,0.7,7.2,48.1,31.7,9.8,85.1,14.9,102.727,111.78
324.8,3306,34.616832,-120.443493,1276,78,5.9,2.88,3.25,4.5,2,8.1,14.3,11,36.9,4,4.2,14.9,0.3,4.9,12.7,54.5,21.9,5.7,69.2,30.8,75.429,97.013
498.7,6339,37.357964,-121.889739,2143,97,4.4,2.56,3.12,8.1,13,0.5,4.5,7.6,11.8,27.1,13.8,13.6,3.2,17.8,43.4,29.6,5.9,0,35.5,64.5,61.711,87.4
499.1,5822,37.348046,-121.901152,2114,67,3.9,2.34,1.87,3.6,15.3,19.9,5.4,2.9,4.9,14.9,5.2,27.9,3.5,35.9,49.3,6.9,3.7,0.7,24.5,75.5,72.208,93.85
827.4,2369,37.340452,-121.922302,1037,55,5,2.3,2.55,0.4,4.9,0.5,8.6,10.6,9.2,12.4,16.5,36.9,3.6,29.6,24.3,29.1,9.6,3.8,35.5,64.5,59.36,99.139
771.9,5275,37.329809,-121.927363,2015,117,5.7,2.76,2.27,3.2,0.7,4.1,0.5,7.4,6.1,32.1,18,27.9,3.7,17.4,21.2,38.6,13,6.2,72.7,27.3,101.304,127.381
715,4586,37.333757,-121.913921,2224,180,4.3,2.53,2.11,22.2,5.6,6.7,7.2,1.2,3.5,3,7.2,43.4,5.6,27.6,40.2,16.5,7.6,2.6,42.9,57.1,80.5,99.991
520,2600,37.328602,-121.896485,1433,295,3.4,2.21,1.81,10.6,33,8.7,14.6,11.5,4,3.6,0.8,13.2,18.8,34.4,33.4,11.3,0.6,1.5,34.7,65.3,49.183,75.38
584.9,3723,37.335084,-121.885044,1947,195,3,1.62,1.82,7.2,11.7,14.9,13.9,11,5.9,5.3,4.3,25.8,18,48.3,26.9,4.6,0,2.3,9.4,90.6,45.071,63.904
657.9,4523,37.333873,-121.878444,684,90,3.3,3.75,2.78,0,13.7,3.9,0.4,4.5,33.9,13,12.4,18,17.5,32.7,36.4,6.1,3.2,3.9,4,96,28.047,38.878
504.4,4769,37.342079,-121.887921,2132,257,3.2,2.44,2.23,1.7,3.9,0,6.1,9.4,14.7,9.7,5.1,49.3,17.2,42.3,25,12.5,1,2.1,18,82,45.323,56.886
533.9,4477,37.353367,-121.882603,1400,42,4.9,3.2,3.4,1.3,3.1,1.2,3.7,4.6,10,16.3,11.4,48.4,6.8,9.1,47.4,24.2,11.1,1.4,60.5,39.5,60.882,85.243
446.4,4186,37.346631,-121.87937,1394,0,4.5,2.38,2.83,1.2,0,0.6,5.5,0.4,9,4.5,19.2,59.6,9.8,15.5,46.2,22.2,3.5,2.8,39.2,60.8,47.862,60.367
775.7,4153,37.338088,-121.875525,1187,94,5.4,2.88,2.49,0,3.2,8.6,3.1,10.5,4.1,4,4.1,62.3,9.2,13.7,14.6,47.6,11,4,55.1,44.9,79.821,107.749
375.8,3295,37.352404,-121.870448,1021,60,3.5,2.31,3.45,1.2,18.1,4.3,22.3,17.2,4.4,9.3,5.5,17.6,2.1,49.9,34.9,12.5,0.7,0,27.2,72.8,39.397,51.837
375.5,2947,37.344952,-121.867313,825,34,4.4,2.94,3.38,3,2.1,6.8,4.8,10.3,17.1,6.2,16.1,33.6,5.2,10.5,53.2,25.7,4.1,1.2,45.8,54.2,55.598,64.589
437.4,4549,37.338027,-121.863779,1146,92,4.7,3.58,3.34,15.6,0,16.1,2.1,5.3,12.5,34.2,5.5,8.6,16.2,15.9,22.9,15,21.9,8.1,49.8,50.2,43.48,72.691
638.8,6854,37.329928,-121.876139,2607,356,3.4,2.88,2.4,2.2,3.1,6.1,4.5,4.4,20.8,10.5,5.3,43,20.4,29.4,28,16,2.6,3.6,19.9,80.1,35.23,64.031
400.7,4916,37.322218,-121.884841,1278,70,4.5,3.78,3.39,0.6,4.3,11.7,7.3,6.9,6.5,10.4,13.1,39.1,2,26.1,23.9,36.9,8.3,2.7,30,70,44.009,57.06
686.5,5085,37.316472,-121.896115,1778,99,5.1,2.76,3.05,3.1,1.1,4,12.5,1,5.2,14.2,9.4,49.4,2.2,14.6,42.5,24.2,11.6,4.8,52.3,47.7,81.799,113.009
442.9,4641,37.318218,-121.909324,2101,54,3.9,1.94,2.57,14.7,16.1,13.1,7.7,14.4,13.5,12.2,3.5,5,4.9,32.6,41,19.7,0.9,1,27.9,72.1,53.558,70.234
463.1,4887,37.319869,-121.91963199999999,1729,113,3.9,2.99,3.16,1.8,0,6.5,4.7,18.9,8,16.6,15.4,28.2,2.7,28.4,50.5,13.1,4.7,0.6,30.4,69.6,38.904,49.919
559.1,4798,37.304919,-121.937023,2067,35,4.9,2.18,2.56,0,0.5,4.5,19.2,20.7,11.2,20.2,21.8,1.9,0,11.8,41.4,34.3,9.1,3.3,64.4,35.6,77.05,100.736
558.1,7469,37.31072,-121.923805,2780,168,3.7,2.42,2.64,0,12.6,8.3,5,23.4,30.3,19.7,0,0.6,2.7,38.2,33.3,22.7,3.1,0,27.1,72.9,40.933,58.786
456.7,6260,37.302987,-121.922863,2867,114,3.7,1.59,2.42,6.9,2.3,8.8,12.4,53.3,8.9,1.5,2.2,3.6,6.1,29.3,48.3,15,1.3,0,19.9,80.1,64.398,73.228
658.1,2870,37.298011,-121.920893,1455,100,4.3,1.99,1.92,0,0,2.8,41.6,14,10,26.5,2.7,2.4,3.7,25.6,36.8,28,5.8,0.1,55.6,44.4,80.987,101.129
924.3,3245,37.300819,-121.906787,1247,40,5.9,2.64,1.97,3.3,2.2,1,2.4,5.9,17.4,30.8,17.5,19.5,0,11.5,30.9,43.6,11.5,2.5,61.5,38.5,96.734,117.434
862.4,2826,37.308945,-121.908525,1294,87,4.7,2.6,2.57,0,0,1.2,1.2,16.7,28.3,16.1,16.8,19.9,0.8,29.3,27,30.7,7.7,4.6,41.5,58.5,75.917,104.009
761.2,6813,37.304678,-121.89275,2914,150,5.9,2.49,2.37,6.2,5.9,2.5,11.6,7.8,7,9.7,24.6,24.7,0,4.2,31.3,42.5,15.3,6.7,83.4,16.6,109.609,154.55
844,6187,37.294078,-121.891382,2499,117,6,2.53,2.85,2.3,1.4,4.6,0.4,3.4,11.4,33.1,23.9,19.4,0,4.8,24.9,48.6,19,2.8,79.1,20.9,123.766,163.982
926,2626,37.290388,-121.914492,1207,12,6.8,2.38,1.74,2.3,3.1,0,2.2,31.4,25.4,30.2,2.7,2.7,4.8,4.1,18.6,31.7,30.2,10.5,72,28,110.709,174.001
897.6,2527,37.287717,-121.927438,1056,53,5.9,2.67,2.39,1.4,0,0,1.2,4.6,15.8,62.4,9,5.5,3.2,6.3,19.4,47.7,18.8,4.6,73.1,26.9,86.641,134.932
418,4320,37.282147,-121.936623,2274,133,3.5,1.88,1.99,1.3,2.6,9.4,29.5,35.4,12.7,7.1,0.7,1.5,6.4,39.2,44.4,7.3,2.1,0.6,29,71,68.391,77.052
780.6,4874,37.271048,-121.937692,2071,184,4.9,2.55,2.02,0.8,5.9,12.1,14.1,12.8,25.4,16.9,10,2,1.2,16.5,35.1,25.7,17.5,3.9,57.9,42.1,78.503,104.386
653.6,8042,37.258579,-121.942782,3265,80,5.1,2.42,2.37,3.1,3.4,2.8,26.2,28,6.6,20.5,6.7,2.7,0.6,8.6,30.6,40.4,18.6,1.2,70.5,29.5,94.191,108.544
724.9,4102,37.255465,-121.922105,1511,47,5.8,2.93,3.19,0.6,3.2,1.8,4.4,5,13.2,70.2,1.5,0,0,1.2,6.4,65.1,19.8,7.5,81.7,18.3,93.804,118.806
655.7,5919,37.271599,-121.927311,2266,88,5.7,2.84,2.75,0.7,6,3.4,5.6,6.6,31.8,41.9,1.7,2.4,0.6,13.2,19.6,44.5,19.9,2.3,65.9,34.1,88.826,108.359
734.6,7200,37.273284,-121.91539,2675,163,6.3,2.83,3.48,3.2,2.8,0,0.8,15,49.8,26.4,0.7,1.4,0,0,11.4,41.5,39.3,7.9,82.2,17.8,103.71,121.15
756.5,5075,37.27734,-121.904678,1951,184,6.3,2.77,2.87,0,0,2.7,0.6,5.5,52.2,35.3,3.7,0,0,0,4.8,46.6,43.2,5.4,92.2,7.8,114.787,142.242
590.9,4521,37.248208,-121.901193,1655,76,5,2.76,2.71,0,0.7,9.2,9.4,16.9,40.1,21.9,0.7,1.1,0,9.3,25.6,44.1,20.5,0.5,59.6,40.4,91.714,95.811
643.1,3912,37.263641,-121.897417,1345,16,6.4,2.66,3.58,0,1.1,0,4,20.1,42.5,30.3,2.1,0,0,0,3,51.5,37,8.5,82.1,17.9,90.707,127.894
578.2,5073,37.256899,-121.887144,2073,87,4.6,2.5,2.58,0.6,0,8.2,14,23.6,50.1,3.5,0,0,4.5,12.9,34.8,25,19.9,2.8,49.9,50.1,75.526,87.005
588.7,3656,37.251692,-121.884511,1514,46,4.6,2.67,2.21,4.8,7.6,0.4,15.7,31.1,34.1,5.4,0.9,0,0.7,27.7,23.4,32.5,15.1,0.7,51,49,74.6,84.741
681.7,3506,37.27644,-121.887985,1327,0,6.1,2.61,2.35,0,0.6,2,3.3,9.9,18.1,60.8,4.6,0.7,0.5,13.3,6.4,50,27.3,2.5,69.3,30.7,84.006,115.222
637.5,5099,37.266913,-121.885942,1797,0,6.2,2.87,3.69,1.2,0,1.1,8.2,13.1,48.3,23,1.6,3.5,0,0.8,2.7,60.9,32.3,3.2,85.3,14.7,103.009,108.619
534.6,2484,37.322736,-121.855707,847,18,4.3,2.68,2.76,9.7,24.1,21.8,3,25.4,2,12.8,0,1.3,2.1,40.9,21.7,20.9,14.4,0,32.6,67.4,35.434,55.28
666.5,7894,37.282178,-121.873665,2881,79,4.3,3.13,2.54,1.2,28.8,25.5,6.5,12.1,16.1,6.7,3.1,0,5.1,23.2,25.2,24.9,19.9,1.7,38.2,61.8,84.632,105.166
376.5,4025,37.323857,-121.871301,1482,157,3.7,3.12,2.74,20.9,12.1,15.2,6.6,0.5,2.8,13.5,2.6,25.8,5.2,30.3,48.9,14.2,1.1,0.3,40.2,59.8,57.875,70.425
464.4,4760,37.316082,-121.880515,1279,0,4.3,4.13,4.12,7.2,5.2,8.5,9.9,9.2,13.1,18.8,7.7,20.3,0.9,26,49.6,20.6,0.4,2.5,32.2,67.8,39.25,51.178
383.8,6027,37.288866,-121.86098,2572,214,5.2,2.28,3.42,24.3,33.8,2.1,10.5,25.2,1.1,1.8,0,1.2,1,2.5,46.6,36.2,12.1,1.7,88.1,11.9,93.947,108.521
241.8,5240,37.277348,-121.852519,2251,39,4.5,2.36,2.66,8.7,17.2,45.3,5.1,15.5,7.7,0.5,0,0,3.8,16.9,35.3,32.3,11.7,0,59.3,40.7,85.221,100.356
371.2,3120,37.327655,-121.852034,774,36,4.2,4.22,4.34,0,11.2,12.8,26.5,16.5,12.8,15.6,1.6,3,0,12.3,54.1,26.5,2.1,5,32.7,67.3,45.444,53.494
384.7,5474,37.317895,-121.842193,1738,144,4,3.79,3.19,0.7,4.1,14.4,31.1,21.6,19.1,8.9,0,0,8.9,17,43.5,27.7,2.8,0,35.9,64.1,67,72.093
338.4,4499,37.309241,-121.87587,1556,54,4.2,3.11,2.08,13,11.3,21.5,28.7,4.2,0.8,6.2,0,14.1,0,20.9,52.5,21.3,4.2,1.1,41.3,58.7,61.848,61.191
141.5,3449,37.310896,-121.853597,1191,151,3.4,2.94,2.05,6.5,14.4,22.2,19.1,19.4,10.1,5.9,0,2.5,25.2,24.2,29.6,17.8,0,3.3,53.1,46.9,28.8,50.642
83.7,3585,37.2982,-121.877713,1669,87,3.8,1.75,2.56,1.7,22.2,20.3,17.1,21.6,6.7,8.1,0,2.3,8.1,31.2,52.1,8.4,0.1,0,18.2,81.8,28.356,37.532
324.6,8175,37.289215,-121.83955,2230,150,4.4,3.56,3.09,2.3,10,4.3,32.2,22.5,13.8,6.8,6.4,1.8,0,8.8,52.5,27.3,7.6,3.8,66.1,33.9,57.163,64.233
464.1,3985,37.280211,-121.818264,874,66,6.1,3.98,5.79,0,0,0,0,35.4,17.5,35.7,9.7,1.7,0.9,0,4,47.4,39.9,7.8,69.3,30.7,73.698,78.081
443,4453,37.289236,-121.823946,957,69,6,5.06,3.88,0.1,5.4,13.6,13.3,51.4,10.8,4.4,0.2,0.8,1.5,1.1,9.5,46.7,33.6,7.5,66.3,33.7,99.167,101.426
465.8,4744,37.311726,-121.833128,1136,39,5.9,4.07,5.26,0,0,0,5.6,55.4,30.6,4,0.3,4.1,0.2,1.1,2.4,62.6,30.3,3.5,76.1,23.9,113.274,113.325
530.6,4058,37.305003,-121.826271,964,0,6.3,4.88,5.06,0,0,0.9,12,51.3,32.1,1.6,0.5,1.6,0.7,0,5.6,32.5,55.9,5.3,75.5,24.5,91.532,112.313
183.9,4494,37.301446,-121.83759,1253,83,4.4,3.39,3.65,1.9,5.6,10.4,23.5,29.5,18.3,10.9,0,0,0.6,3,46.8,37.7,10.2,1.6,71.1,28.9,49.706,61.904
88,7253,37.29973,-121.845831,1944,150,4.5,3.75,3.61,27,6.7,9.2,7.3,28.4,8,5.4,1.7,6.2,0.6,15.7,35.9,36.8,9.8,1.1,60.1,39.9,45.061,54.865
459.7,4471,37.280669,-121.829662,1152,21,4.4,5.08,2.99,1,0,6,6.5,22.4,33.3,27.8,3,0,7.4,30.9,14.3,28.2,15.5,3.7,35.5,64.5,35.894,49.5
297.5,6916,37.313184,-121.822303,1859,168,4.5,3.61,3.53,0.6,5.2,9.7,22.9,31.9,21,1.6,7.1,0,0.5,20.8,31.6,22.9,21.5,2.7,52.3,47.7,39.477,53.584
306.3,4311,37.328568,-121.825536,913,84,5.3,4.09,5.71,0,0,0.9,19.3,12.6,41.1,19.4,6.8,0,0,0,7.8,66.4,14.1,11.7,72.7,27.3,64.063,74.379
665.5,3365,37.350076,-121.787177,1138,74,6,3.74,3.28,0,4.6,2.5,23.3,31.5,24.6,8.9,2.5,2.2,1,2.3,12.4,35.9,39.6,8.8,85.2,14.8,84.818,99.223
740,4582,37.331051,-121.776425,1293,30,7.2,3.38,3.48,0,0,2.1,47.6,42.6,6.3,0.9,0.5,0,1,0,0.7,21.6,62.7,14,94.4,5.6,121.25,130.692
505.9,4173,37.342444,-121.797792,1011,60,6.7,3.96,4.37,0,0,8.1,23,12.1,48.2,6.4,2.2,0,0,0,3.1,30.3,58.8,7.9,77.5,22.5,97.404,101.809
580.7,4688,37.333925,-121.791895,1219,0,6.2,4.2,3.61,0,2.5,7.5,21.2,37.9,28.1,0.5,2.3,0,1.6,0,3.5,37.7,48.1,9,82.3,17.7,102.872,110.839
684.3,3543,37.327607,-121.790001,911,41,6.3,3.81,5.9,0,0,3.1,36.3,54.8,2.4,3.1,0,0.3,0,0,1.1,21.8,70.4,6.7,78.3,21.7,90.776,115.364
791.9,6650,37.32031,-121.773023,1661,18,6.4,3.86,4.31,10,39.6,16.1,31.2,1.9,0,1.2,0,0,0.6,0.8,1.3,32.4,40,24.8,94.6,5.4,162.228,187.513
603,4712,37.308339,-121.79086,1384,146,6.2,3.79,3.63,0.4,15.5,16,7.7,22.4,35.5,0.9,0.6,0.9,14.4,0,2.5,33,35.5,14.5,77.5,22.5,93.75,104.85
793.9,3461,37.311595,-121.778939,954,24,6.7,3.54,4.4,2.5,9.7,41.1,20,25.2,0,0,0,1.5,0,0,2.5,32.9,39.9,24.6,91.7,8.3,150.217,156.65
911.6,7618,37.310399,-121.765004,2081,72,6.9,3.73,3.95,8.9,38.8,42.8,2.4,4.9,0.9,0,0,1.3,0,2.8,2.2,27.5,39.9,27.5,94.6,5.4,186.536,193.976
602.5,3173,37.2945,-121.759644,1430,17,5.3,2.67,1.9,0,4.1,0.8,34.3,34.9,15.6,9,0,1.3,4.2,9.6,36.4,29,19.8,1.1,69,31,58.074,82.541
685.4,5363,37.283602,-121.744115,2570,89,5.6,2.33,1.77,0,2,44.9,25.5,22.1,1.8,3.2,0,0.5,0,0.6,64,16.7,14,4.7,94.6,5.4,84.349,113.556
600.3,4585,37.301198,-121.788215,1317,4,6.4,3.58,5.11,0,15.2,26.6,33.2,17.3,6.5,0,1.2,0,0,1.1,16.8,40.4,32.3,9.4,85.7,14.3,111.36,144.035
466.7,3492,37.307663,-121.804444,886,47,5.4,3.74,4.04,0,0,0,13,73.7,5.2,5.1,1.7,1.4,2.4,0,17.4,40.1,38.4,1.8,71,29,90.152,99.798
376.2,3772,37.30119,-121.809995,979,11,5.6,3.87,4.29,0.8,13.7,4.2,14.5,59.1,5.8,0.5,0,1.3,0.8,0,14.1,53.6,26.9,4.6,74.4,25.6,80.548,91.305
371.7,4915,37.332759,-121.839769,962,88,5.2,4.06,6.44,0,5.8,0,4,8,17.9,45.5,7.9,10.9,1.5,1.1,11.7,68.4,13.6,3.6,65.3,34.7,82.109,80.864
362.2,5263,37.32445,-121.833502,1182,84,4.7,4.02,3.89,0,1.1,0,3.7,25,35.9,33,0.5,0.8,0.5,12.9,29,38.9,17.3,1.3,34.2,65.8,33.813,49.5
380.8,6463,37.336089,-121.834414,1153,19,5.3,5.22,6.38,0,0,6.2,2.6,1.5,37.1,45.7,2.9,4,1.5,0,4.3,67.3,22.9,4,65.2,34.8,62.333,75.55
514.8,6432,37.343966,-121.827137,1295,60,5.8,5.01,4.56,0.9,0,0,0,36.8,54.7,1.1,2.3,4.2,0,3.6,2,52,36.5,5.9,63.4,36.6,56.472,78.743
323.8,2182,37.340998,-121.832959,368,64,5.4,5.52,5.95,0,0,2.7,0,17.7,28.8,46.7,4.1,0,0,0,9.5,51.1,20.1,19.3,72.4,27.6,55,72.419
419.5,6219,37.35435,-121.811565,1286,94,5.4,4.56,5.33,0,0,9.1,5.3,4.9,43.3,29.6,4.4,3.4,0.5,9,11.4,51,19,9,71.2,28.8,60,72.195
486.2,4040,37.349393,-121.801464,860,0,6.1,4.92,5.5,4.7,0,1.4,12.8,20.1,34.1,17.2,1.4,8.4,0,0,5.1,43.5,40.6,10.8,69.7,30.3,85,98.021
382,5968,37.349265,-121.819936,1386,37,5,4.37,4.99,0,0,0,6,5.3,25,59.5,2.7,1.5,4.6,3.7,13.6,65.6,10.6,1.9,55.1,44.9,49.044,63.813
492.5,3665,37.342682,-121.814756,864,69,6.1,4.37,5.64,0,0,10.6,22.1,18.3,36.9,4.2,7.9,0,0,0,10.3,38.5,49.2,2,81,19,82.813,100.481
419.8,2992,37.355024,-121.862179,954,41,4.3,3.29,3.24,5.6,2.6,0.3,2,7.8,16.9,40.5,4.3,20.1,4.8,23.6,34.5,31.2,5.9,0,27.2,72.8,46.65,62.338
486.6,4271,37.345523,-121.83939,909,50,5.1,4.7,4.08,0,3.7,15.5,9.4,24.3,19.7,13.1,10.8,3.5,5.4,1.1,24.1,46.5,19.3,3.6,43,57,46.806,64.562
329.5,5462,37.358229,-121.852676,1440,170,4.5,3.77,4.23,0,0,0,30.7,38.3,16,5.9,6.9,2.2,8.5,5.1,37.2,33.5,15.1,0.6,64.5,35.5,64.274,70.58
565.3,2725,37.370566,-121.852672,735,0,5.4,3.49,3.02,1.6,1.8,2.7,35.1,35,15.4,0,1.2,7.2,3,2.2,17.1,47.5,21.8,8.4,61.2,38.8,80.546,83.443
427.4,5088,37.363039,-121.860387,1417,43,4.1,3.5,3.9,0,1.5,3.1,30.1,35.4,12,12.6,0.7,4.7,12,7.2,41.8,26.3,12.7,0,16.7,83.3,27.265,45.51
406.3,3599,37.354433,-121.847659,967,0,4.5,4.18,3.02,3.3,14.8,21.4,20.8,4.2,5.3,8.6,15.2,6.4,2.9,26.1,25.1,30.8,12.5,2.6,33.2,66.8,35.759,46.927
398.4,4763,37.349897,-121.845233,1039,24,4.7,4.45,4.63,1,2.4,10,11.9,12.1,9.7,23.1,24.4,5.4,2.4,6.4,42.3,34.7,10.4,3.8,45.2,54.8,50.05,69.649
293.2,4108,37.361783,-121.845602,1312,34,3.5,2.61,2.82,8.3,7.9,5.3,30.4,7.1,21.9,12.7,2.8,3.7,18.3,23.8,37,20,0,1,36.9,63.1,51.408,61.752
316.5,2974,37.365185,-121.841744,1162,44,3.5,3.26,2.86,0,10.2,4.6,6.5,36,16.4,22.1,4.3,0,15.1,31.5,47,4.6,1.9,0,30,70,31.429,35.729
476.8,7884,37.383752,-121.835323,2349,64,5.2,3.63,3.3,3,0,0.7,12,27.4,16.6,29.5,4.8,6,2.4,6.1,19.8,48.9,19.6,3.2,63.7,36.3,70.193,79.013
534.9,4477,37.382857,-121.849817,1387,90,5.5,3.46,3.96,0,0,9.4,27.6,47.8,4.5,3,6.1,1.5,1.6,0,30.1,29.5,34.3,4.5,76.8,23.2,100.75,115.231
457.9,4980,37.376787,-121.845727,1574,49,4.8,3.38,3.61,6,0,3.5,29.6,22.3,32.1,3.4,3,0,0.6,6,37.4,36.9,15.7,3.5,69.2,30.8,69.464,85.54
518.9,5440,37.374057,-121.828903,1570,130,4.9,3.82,3.57,0,5.5,10.6,7.8,21.1,2,33,16.6,3.4,1.5,10.2,32,46.4,8.3,1.6,50.9,49.1,62.969,77.361
530.5,3301,37.368768,-121.837112,944,0,4.9,4.95,3.61,4.1,5.1,5.3,5.6,14,14.1,20.8,23.4,7.6,3.2,20.9,8.8,41.2,20.7,5.3,35.9,64.1,53.571,67.609
414.1,6017,37.359288,-121.827559,1561,55,4.8,4.26,3.93,0,7.9,2.8,21.7,11.3,13,35.7,5.6,2,3.3,10.1,28,45.6,11.6,1.4,56.9,43.1,67.833,77.152
477.9,4273,37.368757,-121.821026,1152,64,5.6,4.04,5,2.2,3.1,7.9,8.7,2.5,6.1,29.7,21.4,18.5,0,3.3,23.4,47.2,19.7,6.4,66.7,33.3,51.912,66.767
516.7,5480,37.363898,-121.815534,1480,103,5.3,3.81,5.09,0.7,0,4.3,2,18.8,27.4,34.6,11.8,0.5,0.6,3.5,12,66.1,12.2,5.5,64.3,35.7,68.044,82.957
658.7,4779,37.383283,-121.821636,1896,44,6.1,2.85,3.09,2.7,3,1.8,10.1,13.6,12.7,34.9,12.7,8.5,0,4.2,21.8,49.4,15.8,8.8,80.9,19.1,92,118.945
638,4530,37.370801,-121.803325,1609,162,6.3,2.96,3.91,7.6,2.1,8.5,11.2,25.4,25.7,14.4,3.9,1.3,0,0.7,8.5,44.6,34.7,11.6,90.4,9.6,106.563,138.2
660.6,4415,37.403469,-121.837871,1504,19,7,2.77,2.9,0.5,7,11.1,16.4,23.1,26.7,8.7,1.8,4.5,2.1,3.9,8.4,31.6,39,15.2,80.7,19.3,105.188,119.182
607,7062,37.37817,-121.88325,2393,21,5,3.18,2.95,0.3,0,34.5,56.2,5.3,1.2,0.8,0,1.7,0,6.9,29.3,32.6,23.6,7.6,65,35,104.167,125.689
552.3,6562,37.409408,-121.859586,2012,17,5.9,3.14,2.99,0.5,0,2.9,11,74.4,5.1,2.8,0.9,2.3,2.2,1.8,19.7,35.3,37.4,3.5,77.4,22.6,70.625,87.61
594.3,4429,37.382853,-121.876588,1234,49,6.2,3.64,4.23,0,0,6.6,14.5,75.4,2.4,1.1,0,0,0,2.3,7.9,34,48.6,7.2,83.8,16.2,116.83,131.714
626.9,6936,37.373827,-121.866451,1998,49,5.9,3.58,3.71,9.6,6.8,18.1,18.9,41.3,2.4,3,0,0,5.7,4.4,16,28,32.9,13,67.8,32.2,94.943,108.873
591.1,5263,37.387531,-121.893627,2109,120,4.3,3.16,2.48,13.5,5.1,43.3,27.3,4.9,5.9,0,0,0,0,11.9,56.5,26,5.2,0.5,36.4,63.6,115.607,116.139
538.1,5741,37.39867,-121.881053,1825,47,4.9,3.47,3.42,4.8,3.6,14,27.4,42.6,5.4,1.8,0,0.5,6.4,14,25.5,22.1,28.1,3.8,50,50,89.259,108.351
567.6,4431,37.40871,-121.878998,1255,39,5.9,4.13,3.95,0,4.3,1.9,9.5,42.9,33.3,4.6,0.7,2.7,2.6,6.5,11.6,36.3,34.6,8.4,61.6,38.4,78.75,98.09
506.1,4901,37.439486,-121.880442,1324,70,4.9,3.41,3.68,0.7,0,6.4,15.3,40.2,33.1,2.7,1.1,0.6,0,7.9,31,45.7,12.6,2.9,61.1,38.9,66.111,81.094
607.6,1714,37.438181,-121.904322,710,11,4.7,2.76,2.38,0,0,36.6,54.4,8.2,0,0,0,0.8,0,25.6,21.8,33.2,18.2,1.1,57.9,42.1,92.361,104.05
779.4,323,37.433009,-121.855566,110,34,8.2,4.53,5.31,0,4.5,4.5,32.7,15.5,11.8,0,0,30.9,0,0,30.9,9.1,23.6,36.4,78.9,21.1,96.739,175.409
431.7,4883,37.431385,-121.880948,1329,112,4.8,3.56,4.23,2.6,1.3,2,6.6,36,28.3,20.5,2.7,0,0,12.9,29.5,32.2,21.2,4.1,48.9,51.1,71.06,75.846
